genes	logFC	logCPM	LR	PValue	FDR
COL6A3	-0.0780729589030367	9.47439581371848	116.820469523736	3.14265502618132e-27	4.20452996873399e-27
NKX2-1	-0.0780879002795471	9.47118622387292	290.259392609758	4.36553122839569e-65	7.13796961928755e-65
GSDMB	-0.0781003514340774	9.47419138100434	120.780483125281	4.26843654331107e-28	5.74322450101456e-28
USP3-AS1	-0.0781392349478323	9.47186156528924	207.874430803835	3.99591043499959e-47	6.00362689163878e-47
UVSSA	-0.0782481172276177	9.49942315533703	35.0970662365216	3.13673012276311e-09	3.65980183067826e-09
VPREB3	-0.0782882719762122	9.47233515563847	179.773043132886	5.43218281868572e-41	7.89935524500617e-41
CTD-2256P15.1	-0.0782942708046242	9.47188672115237	207.085565692769	5.93927557551639e-47	8.9199631782988e-47
LINC00682	-0.0783509022857564	9.47123796919161	282.182052962766	2.51243864687097e-63	4.0777403321168e-63
RP11-437L7.1	-0.0783746932606695	9.47123083760095	284.026303873061	9.95902226047438e-64	1.61894694809893e-63
PRKCQ	-0.0783884527982623	9.47192430702531	205.015255433396	1.68057067312351e-46	2.51949053788554e-46
AC098828.3	-0.0783936044191192	9.47124628097425	281.031468460436	4.47530605826186e-63	7.25318550884769e-63
OST4	-0.0783947397454718	10.2378076258625	89.3153932155838	3.36629633572695e-21	4.32254939079891e-21
LINC00488	-0.0784236147376678	9.47118193030738	297.087802512379	1.41987881004523e-66	2.34057109383274e-66
TAB3	-0.0784640601557421	9.49421136103133	38.8774239425948	4.51269470302669e-10	5.31321465672677e-10
ABCA1	-0.0784770564151365	9.6685820064404	32.264778665347	1.34529949436615e-08	1.55921466881131e-08
ALS2CR12	-0.0785117063223581	9.4715225768006	241.620073900202	1.74366058575408e-54	2.71513263047737e-54
HLA-G	-0.0785269439515799	9.48083949556419	63.5753750077784	1.54346569578165e-15	1.9039287145087e-15
DNLZ	-0.0785442844060513	9.48014994057622	66.4823147102834	3.53046938262436e-16	4.37084247037921e-16
PEX11G	-0.0785570766214621	9.49676587565531	37.0249229987567	1.16628921107039e-09	1.36719835271239e-09
ZNF534	-0.0785604614794128	9.47142584318287	253.906327505038	3.65469293018896e-57	5.76831126920415e-57
KLHL11	-0.0785776377348063	9.47327347125204	144.779132482319	2.40020492184806e-33	3.34087004496618e-33
BTBD8	-0.0786599071818576	9.47808116801514	77.9269649058751	1.06921751403941e-18	1.3497765111748e-18
BCL2L11	-0.0787041257068321	9.50635907895861	32.4174618496036	1.24363928677871e-08	1.44207969487974e-08
RPS12P26	-0.0787057504708315	9.47135148642367	266.127476564491	7.92375566805632e-60	1.26704227726084e-59
FLOT2	-0.0788063319263548	9.56851383074199	27.300769060952	1.74142134860209e-07	1.99493242714149e-07
GDPD5	-0.0788401019870826	9.47410946320947	124.982054678329	5.13570352482548e-29	6.95166073429532e-29
CDK9	-0.0788463457056852	9.55830986259462	27.2114024704715	1.82379884978947e-07	2.08868469089208e-07
PPIAP2	-0.0788753210893225	9.47118293660975	306.295518798535	1.40034941437979e-68	2.32838736304446e-68
EFCAB3	-0.0789419151884764	9.47128507485434	280.497864390135	5.84929063737008e-63	9.4752639471913e-63
GPC5	-0.0789464421151635	9.47122586828795	293.655115293972	7.94614811572329e-66	1.30498155119118e-65
CBX3P9	-0.0789932251177392	9.47140960676497	260.532357357231	1.31363707978152e-58	2.08678294389039e-58
RPL18AP15	-0.0789938966087551	9.47133862972416	271.477717337451	5.40568077743522e-61	8.6854917384334e-61
DNAI1	-0.0790135259595943	9.47124877757138	289.121737244842	7.7254325166164e-65	1.26135622431254e-64
ASPRV1	-0.0790164125566251	9.47160536402993	237.033704222175	1.74384087666482e-53	2.70367902884957e-53
RP11-166P13.4	-0.0790575739506791	9.47654606998264	91.1249873899487	1.34877648478306e-21	1.73606136169194e-21
KIF24	-0.0791707745169815	9.47333762833212	145.349673457589	1.80100229593886e-33	2.50863602570418e-33
SFRP2	-0.0791993081036044	9.47133658747206	274.242874638853	1.3496444625679e-61	2.17320576943072e-61
FAM13A	-0.0794490285474145	9.55148449344249	27.6487687405024	1.45464628442804e-07	1.66779010027866e-07
RP11-196G18.23	-0.0794514338630491	9.47361956462499	138.659043971235	5.22949299117143e-32	7.21779562662643e-32
UROS	-0.0794810352085213	9.60543563212741	29.1316263739282	6.76240198527766e-08	7.77951285925832e-08
RP11-637A17.2	-0.0794947784628127	9.47419840895904	125.419906053382	4.11883120476258e-29	5.57795580603035e-29
COL4A6	-0.0796065895297836	9.47127617777489	291.459034274201	2.39138035466172e-65	3.91603440040708e-65
COX10-AS1	-0.0796100397020258	9.47190829621631	214.611705278254	1.35448157347363e-48	2.05173776422816e-48
NOSTRIN	-0.0796127141931146	9.47171861311623	230.729419631146	4.13303801234934e-52	6.36109615914015e-52
MT-CO2	-0.0796170016828783	10.9798869140041	217.953447990403	2.5281221592447e-49	3.84457132756725e-49
UPK2	-0.0796222154366294	9.47135614055373	275.88215592941	5.92883114455929e-62	9.55935208011748e-62
NUDT19	-0.07963336541971	9.52496183228529	29.2026109055914	6.51912998720748e-08	7.50054185950221e-08
MTOR-AS1	-0.079645216026723	9.47123834733774	301.942222145931	1.24345781104085e-67	2.06079996844358e-67
SLC6A12	-0.0797580734051081	9.4739669287311	131.356783623572	2.06873625475119e-30	2.82589693291614e-30
PITRM1	-0.0797693094371271	9.50504910072637	33.794995269498	6.12361949389782e-09	7.12375429775288e-09
CATSPERG	-0.0798314148401597	9.47700452366903	88.7407349613568	4.5010060102016e-21	5.77385224403402e-21
SCRT1	-0.0798391710902118	9.47122747540754	310.142861781998	2.03284018465988e-69	3.39197706809065e-69
ADK	-0.0798880035499357	9.56766867622621	28.0364203629724	1.19053602109966e-07	1.36627442677318e-07
RP4-635E18.6	-0.0799002835431225	9.47408748291028	129.190229502327	6.16203786509989e-30	8.39309066355773e-30
RP11-377K22.2	-0.079931225301832	9.47146123224094	262.938712610073	3.92609257038492e-59	6.2563018143311e-59
MT-CYB	-0.0799493279973206	10.8008842284728	182.886063726204	1.13580180421895e-41	1.6597544241166e-41
EIF3CL	-0.0799513888882117	9.47317321153588	153.812528776046	2.54506519428211e-35	3.58057461869302e-35
C3orf67	-0.0799967524742638	9.4717894912763	227.262753820385	2.35670685731642e-51	3.61539620347203e-51
RP5-882O7.4	-0.0800550286821781	9.47125724006464	303.572016333525	5.48989953568817e-68	9.11095713589367e-68
AC009362.2	-0.0800598266879927	9.47146197949981	264.167093082963	2.11941767049315e-59	3.38317524496451e-59
ZMYND12	-0.080090064332652	9.47547201619172	106.107369880526	6.98463844588602e-25	9.20484220465246e-25
LINC01206	-0.0801243574784232	9.47126048344336	303.847468840115	4.78139890158103e-68	7.93853991937877e-68
RP11-138I1.4	-0.0801387913731939	9.47571961102114	103.021791157124	3.31482005718628e-24	4.34456256175937e-24
HOXD4	-0.0801580788161333	9.47128185529102	298.451426337404	7.16401155434366e-67	1.18284949594217e-66
SEMA3C	-0.0801978456304317	9.47320797141417	153.757231686966	2.61687885882852e-35	3.68133974810803e-35
SCN2B	-0.0802027710919607	9.47132355132079	289.449492056267	6.5540145160832e-65	1.07081697785964e-64
IL11	-0.0802131076926538	9.47128439955021	298.669374410986	6.42202486188485e-67	1.06052088027751e-66
DNAJA1	-0.080227124071376	10.080264142773	73.9998859900661	7.81215412054436e-18	9.8000954371553e-18
SLC32A1	-0.0802512114398077	9.47126762953745	303.507048862861	5.67176305517739e-68	9.41035689226743e-68
RPS15	-0.0802573314907247	10.8320288620007	190.424854292683	2.56800024236234e-43	3.78431860466478e-43
MIR193BHG	-0.0802847755607616	9.47154531577433	255.298311401335	1.81721942030097e-57	2.87097847581432e-57
HIST1H3D	-0.0803320062277143	9.47263875255253	176.228527922214	3.22799591324855e-40	4.67477895225574e-40
RPS10P16	-0.0803748494151037	9.4713628872131	283.872147675154	1.0759903327506e-63	1.74884536130118e-63
AP1AR	-0.0805275414887152	9.51189413863375	32.2254914601253	1.37277808308439e-08	1.59087226831422e-08
TYW1B	-0.0805561489144113	9.48057448026891	68.1277226850034	1.53240993500795e-16	1.90155063606252e-16
LINC00869	-0.0805737813866796	9.53109825870509	29.2802199129292	6.2631773971921e-08	7.2064852650671e-08
HSPB7	-0.0805811034202111	9.47268955171608	175.222102629458	5.35433261926525e-40	7.74429564506495e-40
BTF3P7	-0.0806391928139276	9.47202079437272	213.344899948692	2.55935310944413e-48	3.86958850806701e-48
RP11-666O2.2	-0.0806460058687146	9.47739967872488	87.2598769386623	9.51588852677645e-21	1.21762647326971e-20
TEK	-0.0806882258618375	9.47160365001912	251.996065013093	9.53424456731523e-57	1.50188189484645e-56
TUBBP1	-0.0806935563775298	9.47200539290055	214.850672666223	1.20127526889414e-48	1.82037599214353e-48
