genes	logFC	logCPM	LR	PValue	FDR
LINC00856	0.0729628982293258	9.50924647770573	149.490695916274	2.24017891986185e-34	3.93234909360732e-34
RP11-324I22.4	0.0729485943070095	9.51075524995376	113.640852862216	1.56183142266792e-26	2.54865001045078e-26
ZNF540	0.0729391691053695	9.51367427112302	80.3360555104428	3.15852821208366e-19	4.80534017732919e-19
RP11-16L9.1	0.0729318307563717	9.5071508817092	300.124611914407	3.09472917955018e-67	6.87917849207211e-67
TLE6	0.072865997386524	9.51509999375573	70.9978073777147	3.57622109623983e-17	5.31413014285903e-17
RP11-678D18.1	0.0728647973582253	9.50688420448756	354.745422174904	3.92442707608251e-79	9.35415258869768e-79
KNTC1	0.0728450111012161	9.52795894142084	40.1178722269833	2.39091505190613e-10	3.23879893190232e-10
ZNF674	0.0728094103339164	9.51433699473429	75.4453293861934	3.7566581899449e-18	5.6460814594901e-18
RP11-193E15.4	0.0727813820183665	9.50820664006415	194.633755532956	3.0970241216012e-44	5.88452371870004e-44
RP1-168L15.5	0.0727769321819767	9.5117462875032	98.6110672918458	3.07297032281726e-23	4.87120157872989e-23
