genes	logFC	logCPM	LR	PValue	FDR
KIF25	-0.0250466451827659	9.50686449856666	86.868714993162	1.15969413224199e-20	1.62530780516445e-20
SYN2	-0.0250567345764119	9.50746125927053	47.947658269371	4.37750618383742e-12	5.58708396481288e-12
CPXM2	-0.0250590608578613	9.5068346265938	92.0659735245458	8.3834514900117e-22	1.19006397635354e-21
PDE11A	-0.0250841513689441	9.50714366843191	61.9116619011888	3.59215844496042e-15	4.74871192324326e-15
PPIAP33	-0.025104283528244	9.50681763949519	96.3192141394388	9.77765096921694e-23	1.39968854263987e-22
RP11-430L17.1	-0.0251109261159212	9.50693340577458	78.7246851114542	7.1397812953824e-19	9.82666799464322e-19
CCDC141	-0.0251118191913978	9.50683726658112	92.2771597222386	7.53489273297497e-22	1.07006690729885e-21
KCNK15	-0.0251148358422039	9.50679894231146	102.314563514921	4.73696848841378e-24	6.87376448004363e-24
RP11-665C16.8	-0.0251190422708385	9.50709895558198	64.9082315690757	7.84685971099843e-16	1.044914267319e-15
CTD-2186M15.1	-0.0251592848461322	9.50693582898932	78.9065168408606	6.51195894396322e-19	8.96568820198265e-19
TRPV1	-0.0251910572507406	9.50990834726278	19.3076271266264	1.11261021819501e-05	1.29118210902968e-05
SLC22A16	-0.0251926747994626	9.50697599253433	75.1129037894016	4.44551371284687e-18	6.06923622042817e-18
RPL21P23	-0.0251928444720508	9.50684131387885	92.6015759828779	6.39564809372424e-22	9.09187962786411e-22
RP11-3D23.1	-0.0251960096493859	9.50713004069693	63.440325512111	1.65299240233193e-15	2.19338101360369e-15
SAMD3	-0.0252120954926434	9.50813406312383	33.7372824602498	6.30800793278515e-09	7.71656958088873e-09
RBMS3-AS3	-0.0252258794512404	9.5068429780907	92.7337824413171	5.98236415284522e-22	8.50741303329311e-22
RP11-408A13.4	-0.0252294334727549	9.50926864736766	22.7670706061272	1.828724590471e-06	2.15460795866487e-06
PLPP7	-0.0252425587609076	9.51857893222003	7.29581504256566	0.00691154089741542	0.00752538612825175
CYP4F3	-0.0252426035920927	9.50682457678498	96.8801267768617	7.36542587772791e-23	1.05551604925013e-22
RP11-365H23.1	-0.0252442873714141	9.50695932537082	77.1938639188502	1.54974272371495e-18	2.12411391342409e-18
FAM109B	-0.0252673598169551	9.51833052042415	7.42057987681437	0.00644820310646225	0.00702320887104553
TXNP5	-0.0253067227655768	9.50697371020739	76.3021846984407	2.43414452541595e-18	3.33146466283655e-18
NPIPB11	-0.0253088538713214	9.5077127161534	41.9827768923137	9.20808923302215e-11	1.15511411387324e-10
